SampleID,Hugo_Symbol,PyClonePhyloCluster
CRUK0081,PTTG1,1
CRUK0081,FMR1,NA
CRUK0081,MAST2,1
CRUK0081,FAM104A,1
CRUK0081,PHLDB2,1
CRUK0081,SENP7,1
CRUK0081,CMPK2,1
CRUK0081,OR52B4,1
CRUK0081,BTBD3,1
CRUK0081,OR2M7,1
CRUK0081,HYDIN,1
CRUK0081,TP53,1
CRUK0081,MORC1,1
CRUK0081,CCER1,1
CRUK0081,PKD1L3,1
CRUK0081,C1orf122,1
CRUK0081,TMEM5,1
CRUK0081,KIRREL3,1
CRUK0081,MEI1,1
CRUK0081,KCNJ16,1
CRUK0081,ST6GALNAC3,1
CRUK0081,MARVELD2,1
CRUK0081,ANKRD55,1
CRUK0081,IFNK,1
CRUK0081,MIA2,1
CRUK0081,KIAA1107,1
CRUK0081,PCDHA10,1
CRUK0081,CLASP2,1
CRUK0081,ADAM20,1
CRUK0081,TXNDC12,1
CRUK0081,MYH9,1
CRUK0081,OR4P4,1
CRUK0081,CYP4X1,1
CRUK0081,RP1-207H1.3,1
CRUK0081,RFC5,1
CRUK0081,PNPLA1,1
CRUK0081,KDM6B,1
CRUK0081,KCNH6,1
CRUK0081,SPAG16,1
CRUK0081,CCDC176,1
CRUK0081,PRR26,1
CRUK0081,MSI2,1
CRUK0081,VAV2,1
CRUK0081,KYNU,1
CRUK0081,DENND5B,1
CRUK0081,TTR,1
CRUK0081,FBXO25,1
CRUK0081,OR5L1,1
CRUK0081,PDZD4,NA
CRUK0081,TRAK1,1
CRUK0081,MUC16,1
CRUK0081,TMEM144,1
CRUK0081,GON4L,1
CRUK0081,CDKN2A,1
CRUK0081,CAGE1,1
CRUK0081,ZCWPW1,1
CRUK0081,HEPHL1,1
CRUK0081,ADAMTS17,1
CRUK0081,DMD,NA
CRUK0081,TNFRSF13C,1
CRUK0081,PAM,1
CRUK0081,PRR14L,1
CRUK0081,OPHN1,NA
CRUK0081,TRPC7,1
CRUK0081,KRTAP23-1,1
CRUK0081,OSBPL1A,1
CRUK0081,DMXL2,1
CRUK0081,MIR4436A,1
CRUK0081,COL20A1,1
CRUK0081,ARPP21,1
CRUK0081,SCN8A,1
CRUK0081,GLYATL1,1
CRUK0081,RXRG,1
CRUK0081,LMNB2,1
CRUK0081,COL22A1,1
CRUK0081,MRPS15,1
CRUK0081,ETV3L,1
CRUK0081,APOA2,1
CRUK0081,C17orf82,1
CRUK0081,ZCCHC4,1
CRUK0081,PCOLCE2,1
CRUK0081,PIEZO2,1
CRUK0081,CSAD,2
CRUK0081,TWIST2,1
CRUK0081,WT1,1
CRUK0081,RBM19,1
CRUK0081,UNC80,1
CRUK0081,MALRD1,1
CRUK0081,LAMA1,1
CRUK0081,CAP2,1
CRUK0081,CDON,1
CRUK0081,SNPH,NA
CRUK0081,CTD-2201I18.1,1
CRUK0081,NRK,NA
CRUK0081,TTC22,1
CRUK0081,NLE1,1
CRUK0081,GLT8D2,1
CRUK0081,LRRC36,1
CRUK0081,EGR4,1
CRUK0081,OR5A2,1
CRUK0081,JAG2,1
CRUK0081,QRSL1,1
CRUK0081,DYRK4,1
CRUK0081,IRAK1,NA
CRUK0081,LEPR,1
CRUK0081,DNAH8,1
CRUK0081,SH3BP1,1
CRUK0081,TTC27,1
CRUK0081,PITRM1,1
CRUK0081,CREB3L3,1
CRUK0081,ELMOD1,1
CRUK0081,USP36,1
CRUK0081,TENM2,1
CRUK0081,CNTRL,1
CRUK0081,INPP4A,1
CRUK0081,RNU6-71P,1
CRUK0081,SYNRG,1
CRUK0081,MSH4,1
CRUK0081,POTEA,1
CRUK0081,DEF8,1
CRUK0081,CD300C,1
CRUK0081,COL19A1,1
CRUK0081,VWA5B1,1
CRUK0081,ENPP1,1
CRUK0081,C3orf33,1
CRUK0081,LCK,1
CRUK0081,SCAPER,1
CRUK0081,SMCHD1,1
CRUK0081,EIF3F,1
CRUK0081,PSMB7,1
CRUK0081,EMC1,NA
CRUK0081,PRSS55,NA
CRUK0081,ITIH5,1
CRUK0081,SIGLEC1,1
CRUK0081,HLTF,1
CRUK0081,TOP2B,1
CRUK0081,ANKRD44,NA
CRUK0081,SPHKAP,1
CRUK0081,AGAP1,1
CRUK0081,PITPNM3,2
CRUK0081,OASL,1
CRUK0081,USP6NL,1
CRUK0081,EIF2S3,NA
CRUK0081,COL9A1,1
CRUK0081,ZNF521,1
CRUK0081,LMF2,1
CRUK0081,HRSP12,1
CRUK0081,LRRFIP1,1
CRUK0081,NAF1,1
CRUK0081,TRIO,1
CRUK0081,TRMT2A,1
CRUK0081,SSPO,1
CRUK0081,PLAGL1,1
CRUK0081,HIST1H2AE,1
CRUK0081,CALU,1
CRUK0081,BIRC3,1
CRUK0081,DZIP3,1
CRUK0081,GNA11,1
CRUK0081,AATF,1
CRUK0081,URB1,2
CRUK0081,INTS6,1
CRUK0081,ZMIZ1,1
CRUK0081,SLC25A24,1
CRUK0081,TBRG1,1
CRUK0081,HBB,1
CRUK0081,TMEM132D,1
CRUK0081,SUPT20H,1
CRUK0081,RNF128,NA
CRUK0081,KIF6,1
CRUK0081,NOL10,1
CRUK0081,RAB8B,1
CRUK0081,C5orf42,1
CRUK0081,BRINP3,1
CRUK0081,RRP12,1
CRUK0081,N4BP1,1
CRUK0081,MYO9B,1
CRUK0081,C8B,2
CRUK0081,ARRB1,1
CRUK0081,ENOSF1,1
CRUK0081,AMTN,1
CRUK0081,HDAC9,1
CRUK0081,IL17RA,1
CRUK0081,GRIK2,1
CRUK0081,CHORDC1,1
CRUK0081,CSMD3,1
CRUK0081,ANK2,1
CRUK0081,ATP8A2,1
CRUK0081,PRPS1,NA
CRUK0081,PDK4,1
CRUK0081,VSTM2A,1
CRUK0081,FAT1,1
CRUK0081,ZNF259,1
CRUK0081,MLIP,1
CRUK0081,GRIN2B,1
CRUK0081,TTC18,1
CRUK0081,CALR3,1
CRUK0081,TIAL1,NA
CRUK0081,PRMT3,1
CRUK0081,PPP2R2C,1
CRUK0081,UNC13B,1
CRUK0081,POLR2B,NA
CRUK0081,GRIK4,1
CRUK0081,CRHR2,1
CRUK0081,CRYBB1,1
CRUK0081,BTN2A2,1
CRUK0081,CYP46A1,1
CRUK0081,ZDHHC14,1
CRUK0081,DDX60,1
CRUK0081,WDR96,1
CRUK0081,DNAH5,1
CRUK0081,PPP1R35,1
CRUK0081,OR4D2,1
CRUK0081,YY1,1
CRUK0081,AC019048.1,1
CRUK0081,RPS6KA5,1
CRUK0081,CCDC12,2
CRUK0081,Aug-00,1
CRUK0081,PRKCA,1
CRUK0081,MORN1,2
CRUK0081,FGF17,1
CRUK0081,INPP5D,1
CRUK0081,DDX60L,1
CRUK0081,DIP2C,1
CRUK0081,PLSCR1,1
CRUK0081,CILP2,1
CRUK0081,FYTTD1,1
CRUK0081,SSPO,1
CRUK0081,MAOA,NA
CRUK0081,SPHKAP,1
CRUK0081,HAO1,NA
CRUK0081,ABCG2,1
CRUK0081,TPCN1,1
CRUK0081,SCAPER,1
CRUK0081,CHL1,NA
CRUK0081,PDE10A,1
CRUK0081,FAM73B,1
CRUK0081,MDN1,2
CRUK0081,FAT3,1
CRUK0081,EFTUD1,1
CRUK0081,PTPRD,1
CRUK0081,GBAS,1
CRUK0081,ZBBX,1
CRUK0081,SLC35F4,2
CRUK0081,CNOT4,2
CRUK0081,CDK5RAP2,2
CRUK0081,FAM175B,1
CRUK0081,ATP1B2,1
CRUK0081,NSD1,2
CRUK0081,ABCC8,1
CRUK0081,SLC8B1,1
CRUK0081,PSMD3,1
CRUK0081,FBXL4,1
CRUK0081,SULF1,1
CRUK0081,ADAM23,1
CRUK0081,GOLGB1,1
CRUK0081,LPIN2,2
CRUK0081,SETBP1,1
CRUK0081,GRM6,NA
CRUK0081,MYH6,1
CRUK0081,DNAJC3,2
CRUK0081,ULBP3,1
CRUK0081,KIF26B,1
CRUK0081,SLC52A3,1
CRUK0081,CNBD1,1
CRUK0081,SSSCA1-AS1,1
CRUK0081,CDC23,1
CRUK0081,CAB39L,1
CRUK0081,CTAGE5,1
CRUK0081,MIB1,1
CRUK0081,SLC35F5,NA
CRUK0081,TRPC4AP,2
CRUK0081,SCAF8,1
CRUK0081,IZUMO2,1
CRUK0081,MYBPC3,1
CRUK0081,VWDE,1
CRUK0081,TIAL1,1
CRUK0081,ATP9B,1
CRUK0081,NBEA,1
CRUK0081,RB1,2
CRUK0081,APEH,1
CRUK0081,C8A,1
CRUK0081,ZNF22,NA
CRUK0081,C1QTNF4,1
CRUK0081,UNC119,2
CRUK0081,GIMAP8,1
CRUK0081,MMP16,1
CRUK0081,DMD,NA
CRUK0081,CDON,1
CRUK0081,CRMP1,NA
CRUK0081,CENPE,NA
CRUK0081,TMPRSS5,1
CRUK0081,CSPG5,1
CRUK0081,CYTL1,1
CRUK0081,FYN,1
CRUK0081,FLRT2,1
CRUK0081,BHLHE23,1
CRUK0081,DSCR9,2
CRUK0081,HINT3,2
CRUK0081,LRPPRC,NA
CRUK0081,CLN6,2
CRUK0081,FADS2,1
CRUK0081,APOH,1
CRUK0081,LYST,1
CRUK0081,CPNE6,2
CRUK0081,STRN3,1
CRUK0081,INPP4B,1
CRUK0081,Feb-98,1
CRUK0081,SYN2,NA
CRUK0081,PPARGC1A,1
CRUK0081,UMOD,1
CRUK0081,STOML3,1
CRUK0081,ATG14,1
CRUK0081,PTGFR,1
CRUK0081,PTPRD,1
CRUK0081,NMT2,1
CRUK0081,PLOD2,1
CRUK0081,MIB1,1
CRUK0081,LCA5L,1
CRUK0081,YPEL3,1
CRUK0081,ZC3H14,1
CRUK0081,ANXA1,2
CRUK0081,CACNA1H,1
CRUK0081,POLE,1
CRUK0081,WAPAL,2
CRUK0081,MSL3P1,NA
CRUK0081,SCN8A,1
CRUK0081,FABP7,1
CRUK0081,GBF1,1
CRUK0081,OR5R1,1
CRUK0081,COL5A3,1
CRUK0081,GRM6,1
CRUK0081,XKR4,1
CRUK0081,FAM49B,NA
CRUK0081,NBEA,1
CRUK0081,FAM171B,1
CRUK0081,KRTAP3-1,2
CRUK0081,PIK3C3,NA
CRUK0081,HECTD4,1
CRUK0081,ESF1,1
CRUK0081,MSL3P1,NA
CRUK0081,CSMD1,1
CRUK0081,HIF1A,1
CRUK0081,SLC35D1,1
CRUK0081,KCNQ3,2
CRUK0081,MEF2A,3
CRUK0081,CACNA1H,1
CRUK0081,CCDC102B,1
CRUK0081,FRYL,2
CRUK0081,LPHN3,1
CRUK0081,CPNE1,1
CRUK0081,GDAP1L1,1
CRUK0081,AOAH,1
CRUK0081,SULT1C3,1
CRUK0081,CTTNBP2,1
CRUK0081,MMRN2,1
CRUK0081,C6orf89,1
CRUK0081,ZBTB10,1
CRUK0081,GREB1L,2
CRUK0081,SLITRK3,1
CRUK0081,PLEKHA6,1
CRUK0081,ZC3H3,1
CRUK0081,ATP8B3,1
CRUK0081,TTN,1
CRUK0081,NPEPL1,NA
CRUK0081,CEP192,1
CRUK0081,RIF1,2
CRUK0081,TM6SF2,NA
CRUK0081,CASR,1
CRUK0081,RALYL,1
CRUK0081,FANCC,1
CRUK0081,OR5AP2,1
CRUK0081,MBD1,1
CRUK0081,ANKS1B,1
CRUK0081,SPEF2,2
CRUK0081,PAX8,1
CRUK0081,DPP10,1
CRUK0081,C2CD2,1
CRUK0081,COG5,2
CRUK0081,MAP3K6,NA
CRUK0081,FHL2,1
CRUK0081,VNN3,1
CRUK0081,CREBBP,1
CRUK0081,C18orf63,1
CRUK0081,NSUN6,1
CRUK0081,LRRC16A,1
CRUK0081,ERC1,1
CRUK0081,STAC3,1
CRUK0081,TBC1D4,1
CRUK0081,ADAMTSL1,1
CRUK0081,PGM2,1
CRUK0081,SCFD2,1
CRUK0081,RNF144A,1
CRUK0081,TMPRSS12,2
CRUK0081,TMEM132D,1
CRUK0081,MYBL1,NA
CRUK0081,ELMSAN1,1
CRUK0081,ATG2B,1
CRUK0081,INTS1,NA
CRUK0081,C3,1
CRUK0081,CLEC16A,1
CRUK0081,CEP290,1
CRUK0081,SLC25A40,2
CRUK0081,PNRC1,1
CRUK0081,URB2,1
CRUK0081,PNLIPRP2,1
CRUK0081,MTTP,1
CRUK0081,PRRC2C,1
CRUK0081,KIAA1462,1
CRUK0081,RNF31,1
CRUK0081,SLC4A10,1
CRUK0081,GSS,1
CRUK0081,TTC29,1
CRUK0081,ITPR3,1
CRUK0081,GSR,1
CRUK0081,FAP,1
CRUK0081,TMEM108,1
CRUK0081,CNST,2
CRUK0081,ISG20,1
CRUK0081,VWA2,1
CRUK0081,MBD1,1
CRUK0081,FAM135B,1
CRUK0081,KCNA4,1
CRUK0081,DENND1C,NA
CRUK0081,PCSK2,NA
CRUK0081,POLDIP3,1
CRUK0081,CORIN,1
CRUK0081,MXD1,1
CRUK0081,TECTA,1
CRUK0081,MTA1,1
CRUK0081,WDFY4,1
CRUK0081,PIK3IP1,1
CRUK0081,LAMP5,1
CRUK0081,MIR6128,1
CRUK0081,C10orf115,1
CRUK0081,MYO1F,1
CRUK0081,CDH2,1
CRUK0081,CEP152,1
CRUK0081,ROBO3,1
CRUK0081,PSMA1,NA
CRUK0081,GABPB1,1
CRUK0081,FAM110B,1
CRUK0081,IQSEC3,1
CRUK0081,COL14A1,1
CRUK0081,SOX6,1
CRUK0081,NEO1,1
CRUK0081,ERCC4,1
CRUK0081,CDH10,1
CRUK0081,BCL2A1,1
CRUK0081,RTTN,1
CRUK0081,GRIK3,1
CRUK0081,COMP,1
CRUK0081,ALAD,1
CRUK0081,PTGS2,1
CRUK0081,ABCC4,1
CRUK0081,OR6C65,1
CRUK0081,TGM1,1
CRUK0081,PHACTR2,1
CRUK0081,ATF6,2
CRUK0081,TDRD12,1
CRUK0081,ERG,1
CRUK0081,MUC19,NA
CRUK0081,ZFHX4,1
CRUK0081,PIGO,1
CRUK0081,VPS13C,1
CRUK0081,TTC39B,1
CRUK0081,SLC39A13,1
CRUK0081,GAK,NA
CRUK0081,FAM71C,1
CRUK0081,MYL5,1
CRUK0081,ZNF335,1
CRUK0081,FBN1,1
CRUK0081,CCR3,1
CRUK0081,NLRP13,1
CRUK0081,DSEL,1
CRUK0081,ALMS1,1
CRUK0081,VSIG10L,1
CRUK0081,VWDE,1
CRUK0081,CASC1,1
CRUK0081,CHST9,1
CRUK0081,CKAP5,1
CRUK0081,PFKFB3,NA
CRUK0081,KIF20B,NA
CRUK0081,SLC4A3,1
CRUK0081,CNTN1,1
CRUK0081,SORCS1,1
CRUK0081,HBM,1
CRUK0081,TSC22D4,1
CRUK0081,ZEB1,2
CRUK0081,NCOA3,1
CRUK0081,TRHDE-AS1,1
CRUK0081,MEIS2,1
CRUK0081,CCDC130,NA
CRUK0081,TEX2,1
CRUK0081,DUSP27,1
CRUK0081,FXYD2,1
CRUK0081,SMR3B,NA
CRUK0081,HEATR6,1
CRUK0081,JMJD1C,2
CRUK0081,KCNG3,1
CRUK0081,MYCBP2-AS1,1
CRUK0081,ETV1,1
CRUK0081,UNC5D,NA
CRUK0081,MIR548N,2
CRUK0081,DNAH8,NA
CRUK0081,ACLY,2
CRUK0081,KIAA2018,1
CRUK0081,SEC16A,1
CRUK0081,PARK2,1
CRUK0081,ITGB4,NA
CRUK0081,AQP4-AS1,1
CRUK0081,OR4E2,1
CRUK0081,PCNX,1
CRUK0081,RNU6-66P,1
CRUK0081,HMCN1,1
CRUK0081,RPS6KC1,2
CRUK0081,PRDM5,1
CRUK0081,LRRC7,1
CRUK0081,AREL1,1
CRUK0081,RPTOR,1
CRUK0081,ADAM9,1
CRUK0081,PLXNC1,1
CRUK0081,SHKBP1,NA
CRUK0081,PCYT1A,NA
CRUK0081,TBC1D23,2
CRUK0081,CTNNA3,1
CRUK0081,BICC1,1
CRUK0081,ZNF644,1
CRUK0081,KIAA1211L,1
CRUK0081,NSMAF,1
CRUK0081,CLEC5A,1
CRUK0081,GTF3C3,2
CRUK0081,NUP205,1
CRUK0081,TACC1,1
CRUK0081,SLCO5A1,2
CRUK0081,PLCH1,1
CRUK0081,TBX15,1
CRUK0081,NLRP12,1
CRUK0081,SNTG2,2
CRUK0081,NUP205,1
CRUK0081,CSTF2T,1
CRUK0081,B3GNTL1,NA
CRUK0081,SMU1,1
CRUK0081,CD86,1
CRUK0081,VPS13C,1
CRUK0081,RNF167,2
CRUK0081,KATNAL1,1
CRUK0081,PDZK1,1
CRUK0081,MSR1,1
CRUK0081,PPEF2,1
CRUK0081,SLITRK3,1
CRUK0081,SEC14L4,1
CRUK0081,WDFY3,1
CRUK0081,RNF148,2
CRUK0081,SHC3,1
CRUK0081,LOXL3,1
CRUK0081,UBR1,1
CRUK0081,MBD5,2
CRUK0081,SCARNA12,1
CRUK0081,FIG4,1
CRUK0081,LFNG,1
CRUK0081,FMN2,1
CRUK0081,PAPD4,2
CRUK0081,CSMD3,1
CRUK0081,SRCAP,NA
CRUK0081,GREB1L,2
CRUK0081,HOMER2,1
CRUK0081,SNORD114-5;SNORD114-4,1
CRUK0081,IL17RA,2
CRUK0081,SNX14,1
CRUK0081,DDX42,NA
CRUK0081,CHRNA3,NA
CRUK0081,EEFSEC,1
CRUK0081,INPP5B,1
CRUK0081,DCHS1,2
CRUK0081,ACTL9,1
CRUK0081,LCE3A,1
CRUK0081,HECTD2,1
CRUK0081,DROSHA,1
CRUK0081,XIRP2,1
CRUK0081,MEIS2,2
CRUK0081,LRP1B,1
CRUK0081,STARD9,1
CRUK0081,ERBB4,1
CRUK0081,CSMD2,1
CRUK0081,FPGT,1
CRUK0081,EPHA7,2
CRUK0081,OR4S2,1
CRUK0081,CRTC2,NA
CRUK0081,FN1,1
CRUK0081,PTPN21,1
CRUK0081,KCNH7,1
CRUK0081,PES1,2
CRUK0081,PRSS41,1
CRUK0081,PEG3,1
CRUK0081,MTA1,1
CRUK0081,DYNC1LI1,1
CRUK0081,EGFLAM,1
CRUK0081,SNHG5,1
CRUK0081,ANGPT2,1
CRUK0081,GLI2,1
CRUK0081,HEATR1,1
CRUK0081,OR5K2,1
CRUK0081,EPHB1,1
CRUK0081,LRRTM4,1
CRUK0081,GRIN2A,NA
CRUK0081,ZNF318,1
CRUK0081,FRMPD1,1
CRUK0081,TMEM63B,2
CRUK0081,OR3A2,1
CRUK0081,HDGFL1,1
CRUK0081,TAZ,NA
CRUK0081,ADAM22,2
CRUK0081,RAB11FIP1,1
CRUK0081,FSHR,NA
CRUK0081,UBE2MP1,1
CRUK0081,CD163,1
CRUK0081,HMCES,1
CRUK0081,PTPRK,1
CRUK0081,DPP6,1
CRUK0081,KDM4A,3
CRUK0081,PES1,2
CRUK0081,CPB1,1
CRUK0081,MROH2B,1
CRUK0081,GHR,1
CRUK0081,SLC43A3,1
CRUK0081,PDE10A,1
CRUK0081,SNRPE,1
CRUK0081,RTBDN,3
CRUK0081,KCTD17,2
CRUK0081,PTPRN,1
CRUK0081,ZNF703,2
CRUK0081,SLC16A6,1
CRUK0081,PSMC6,2
CRUK0081,APPL1,1
CRUK0081,LRRIQ1,1
CRUK0081,RHOT2,NA
CRUK0081,TLN1,3
CRUK0081,KIAA0947,1
CRUK0081,RYR2,1
CRUK0081,NEUROD4,1
CRUK0081,KIAA1524,2
CRUK0081,SEMA3E,3
CRUK0081,PLXNB3,NA
CRUK0081,FAT3,NA
CRUK0081,ADAMTS10,1
CRUK0081,MUC19,1
CRUK0081,MAGEL2,1
CRUK0081,CSMD1,1
CRUK0081,MROH2B,2
CRUK0081,FAM135A,1
CRUK0081,ZNF772,1
CRUK0081,FAM83C,1
CRUK0081,SUSD3,3
CRUK0081,DHX40,1
CRUK0081,TDP1,NA
CRUK0081,HNF1B,1
CRUK0081,ROCK1,2
CRUK0081,FAM71E2,1
CRUK0081,Feb-02,1
CRUK0081,TIE1,NA
CRUK0081,OGDHL,1
CRUK0081,FAM170B-AS1,NA
CRUK0081,NAV3,NA
CRUK0081,LPP,NA
CRUK0081,FAM83H-AS1,NA
CRUK0081,MIR376A1,1
CRUK0081,MYH4,2
CRUK0081,ADCY5,NA
CRUK0081,ANKRD12,2
CRUK0081,FAM194A,1
CRUK0081,SYMPK,3
CRUK0081,BCLAF1,1
CRUK0081,GPR108,2
CRUK0081,BCLAF1,1
CRUK0081,AKT1S1,2
CRUK0081,NRG1,1
CRUK0081,ABCA7,3
CRUK0081,GYS1,1
CRUK0081,SNX6,3
CRUK0081,ORMDL1,3
CRUK0081,TAF3,3
CRUK0081,ENHO,1
CRUK0081,LDHB,NA
CRUK0081,SEMA3F,2
CRUK0081,RPGRIP1L,NA
CRUK0081,THEG,2
CRUK0081,SLITRK2,NA
CRUK0081,PDZRN3,NA
CRUK0081,GPR112,NA
CRUK0081,MAP3K5,NA
CRUK0081,CSMD3,3
CRUK0081,ENPP6,3
CRUK0081,STEAP4,3
CRUK0081,FAM65A,3
CRUK0081,TLR9,4
CRUK0081,SYNE2,1
CRUK0081,CMC2,1
CRUK0081,EFTUD1,3
CRUK0081,ATP10A,3
CRUK0081,TMEM110,4
CRUK0081,DNAH5,1
CRUK0081,BMP7,2
CRUK0081,PIWIL4,3
CRUK0081,PCDHA10,3
CRUK0081,VAT1L,1
CRUK0081,TNIP1,NA
CRUK0081,RCOR3,3
CRUK0081,GRK7,3
CRUK0081,PPP2R1B,3
CRUK0081,CSMD1,3
CRUK0081,CPA6,NA
CRUK0081,EIF3G,1
CRUK0081,NKAIN1,NA
CRUK0081,PIGN,3
CRUK0081,SNX21,NA
CRUK0081,MADD,1
CRUK0081,SENP6,3
CRUK0081,GFM2,3
CRUK0081,SPATA7,3
CRUK0081,TUBGCP5,1
CRUK0081,ERICH1,3
CRUK0081,EML5,3
CRUK0081,PPP6R2,NA
CRUK0081,BRINP2,3
CRUK0081,EIF2AK4,NA
CRUK0081,CD163L1,3
CRUK0081,MTNR1B,3
CRUK0081,HECTD1,3
CRUK0081,DNAJC28,NA
CRUK0081,CYC1,3
CRUK0081,LRGUK,3
CRUK0081,CYLD,3
CRUK0081,CPD,3
CRUK0081,DOCK6,3
CRUK0081,TEP1,NA
CRUK0081,TSPAN2,3
CRUK0081,SLC38A4,2
CRUK0081,RFX7,3
CRUK0081,THRSP,3
CRUK0081,SNTB2,1
CRUK0081,NARS,3
CRUK0081,LENG8,NA
CRUK0081,PURG,3
CRUK0081,LRIG1,4
CRUK0057,TFAP2B,1
CRUK0057,CACNA1B,1
CRUK0057,C8G,1
CRUK0057,OR8B4,1
CRUK0057,CACNA1B,1
CRUK0057,C16orf71,1
CRUK0057,RBFOX1,1
CRUK0057,PGS1,1
CRUK0057,GFRAL,1
CRUK0057,TDRD5,1
CRUK0057,PANX3,1
CRUK0057,LILRB4,1
CRUK0057,PAAF1,1
CRUK0057,RYR2,1
CRUK0057,OR2L5,1
CRUK0057,SERTAD1,1
CRUK0057,OR6V1,1
CRUK0057,HIST1H2AD,1
CRUK0057,ZFP28,1
CRUK0057,EDARADD,1
CRUK0057,ATM,1
CRUK0057,RAB39A,1
CRUK0057,OPN3,1
CRUK0057,ARHGEF1,1
CRUK0057,PNLDC1,1
CRUK0057,USP29,1
CRUK0057,USP29,1
CRUK0057,DSCAML1,1
CRUK0057,ACP6,1
CRUK0057,SYTL2,1
CRUK0057,OR6X1,1
CRUK0057,HEPHL1,1
CRUK0057,GMNN,1
CRUK0057,MAP4K5,1
CRUK0057,F13A1,1
CRUK0057,ZSCAN5A,1
CRUK0057,LRRC1,1
CRUK0057,CRTAM,1
CRUK0057,OR4E2,1
CRUK0057,CACNA1E,1
CRUK0057,NOX4,1
CRUK0057,MTMR2,1
CRUK0057,KIF26A,1
CRUK0057,FARS2,1
CRUK0057,ZNF749,1
CRUK0057,RTN1,1
CRUK0057,MIR518D,1
CRUK0057,STRA6,1
CRUK0057,CAP2,1
CRUK0057,KIRREL,1
CRUK0057,SAP30L,1
CRUK0057,HIST1H2AE,1
CRUK0057,COL21A1,1
CRUK0057,OR4E2,1
CRUK0057,CD1B,1
CRUK0057,OTOP3,1
CRUK0057,VSIG10L,1
CRUK0057,FAM83B,1
CRUK0057,SLIT3,1
CRUK0057,OSMR,1
CRUK0057,SPTA1,1
CRUK0057,SRCIN1,1
CRUK0057,HIST1H1D,1
CRUK0057,CACNB2,1
CRUK0057,DSCAML1,1
CRUK0057,PRSS16,1
CRUK0057,APLN,NA
CRUK0057,OXA1L,1
CRUK0057,GPR132,1
CRUK0057,MIRLET7A2,1
CRUK0057,GFAP,1
CRUK0057,ZC3HAV1L,1
CRUK0057,LOC93432,1
CRUK0057,WFIKKN2,1
CRUK0057,HCRTR2,1
CRUK0057,SYNE2,1
CRUK0057,CUBN,1
CRUK0057,DYNC1H1,1
CRUK0057,CLCN1,1
CRUK0057,KRAS,1
CRUK0057,TMEM232,1
CRUK0057,SEMA3C,1
CRUK0057,CAMK2B,1
CRUK0057,MICAL3,1
CRUK0057,C17orf72,1
CRUK0057,AKR1D1,1
CRUK0057,OR1A2,1
CRUK0057,SUV420H2,1
CRUK0057,RYR2,1
CRUK0057,CACNA2D4,1
CRUK0057,OR2L5,1
CRUK0057,THBS2,1
CRUK0057,SRRM3,1
CRUK0057,STIM1,1
CRUK0057,PGAP1,1
CRUK0057,DUSP10,1
CRUK0057,MYBBP1A,1
CRUK0057,RPL18,1
CRUK0057,TSHZ3,1
CRUK0057,DCAF4L2,1
CRUK0057,CD300LB,1
CRUK0057,FLNC,1
CRUK0057,CLIP2,1
CRUK0057,SPEF2,1
CRUK0057,LAMP5,1
CRUK0057,CACNA2D1,1
CRUK0057,FNDC1,1
CRUK0057,UNC5D,1
CRUK0057,PARP11,1
CRUK0057,HTT,1
CRUK0057,TENM2,1
CRUK0057,CAMK2A,1
CRUK0057,ECT2L,1
CRUK0057,MIR1245A,1
CRUK0057,RASSF7,1
CRUK0057,MYO16,1
CRUK0057,PNO1,1
CRUK0057,ZNF219,1
CRUK0057,CELF2,1
CRUK0057,CTNNA2,1
CRUK0057,APMAP,1
CRUK0057,TRIM58,1
CRUK0057,DPYS,1
CRUK0057,FAM135B,1
CRUK0057,SPAM1,1
CRUK0057,CMAS,1
CRUK0057,RYR1,1
CRUK0057,CAAP1,1
CRUK0057,TRO,NA
CRUK0057,UNC79,1
CRUK0057,OPLAH,1
CRUK0057,HPX,1
CRUK0057,LRP5,1
CRUK0057,ISL1,1
CRUK0057,TPP2,1
CRUK0057,GINS1,1
CRUK0057,PEX5,1
CRUK0057,A2M,1
CRUK0057,PODN,1
CRUK0057,KIF1B,1
CRUK0057,GPC3,NA
CRUK0057,SMIM20,1
CRUK0057,AOAH,1
CRUK0057,GIN1,1
CRUK0057,NRCAM,1
CRUK0057,KIAA1024,1
CRUK0057,LLGL1,1
CRUK0057,MYH4,1
CRUK0057,MYH3,1
CRUK0057,TRPV3,1
CRUK0057,TNKS,1
CRUK0057,FBXO43,1
CRUK0057,CAB39L,1
CRUK0057,TSHZ3,1
CRUK0057,LANCL2,1
CRUK0057,SLIT3,1
CRUK0057,MMRN1,1
CRUK0057,CHST8,1
CRUK0057,KRTAP19-8,1
CRUK0057,SLC26A4,1
CRUK0057,MUC17,1
CRUK0057,GAS7,1
CRUK0057,ACAP2,1
CRUK0057,PLEK,1
CRUK0057,ATP5I,1
CRUK0057,ST3GAL5,1
CRUK0057,HAS1,1
CRUK0057,PIK3C2G,1
CRUK0057,PKD1L2,1
CRUK0057,KIAA1462,1
CRUK0057,PLXNA4,1
CRUK0057,MCF2L,1
CRUK0057,PRDM16,1
CRUK0057,NRG1,1
CRUK0057,SLC8A2,1
CRUK0057,RPS6KA2,1
CRUK0057,RGS7,1
CRUK0057,ZNF415,1
CRUK0057,DACH1,1
CRUK0057,PRPF8,1
CRUK0057,TDRD5,1
CRUK0057,APBB2,1
CRUK0057,PLEC,1
